prompt,canonical_solution,test
"

def sum_squares(lst):
    """"""তোমাক এটা সংখ্যাৰ তালিকা দিয়া হৈছে।
    তোমাৰ তালিকাত থকা সংখ্যাবোৰক উখলিত পূৰ্ণসংখ্যালৈ ঘূৰাই প্ৰথমে তালিকাত থকা সংখ্যাবোৰৰ বৰ্গফলৰ যোগফল উলিয়াব লাগিব।
    উদাহৰণসমূহ:
    lst = [1,2,3] হ'লে আউটপুটটো 14 হ'ব
    lst = [1,4,9] হ'লে আউটপুটটো 98 হ'ব
    lst = [1,3,5,7] হ'লে আউটপুটটো 84 হ'ব
    lst = [1.4,4.2,0] হ'লে আউটপুটটো 29 হ'ব
    lst = [-2.4,1,1] হ'লে আউটপুটটো 6 হ'ব
    

    """"""
","    import math
    squared = 0
    for i in lst:
        squared += math.ceil(i)**2
    return squared
","def check(candidate):

    # Check some simple cases
    assert candidate([1,2,3])==14, ""This prints if this assert fails 1 (good for debugging!)""
    assert candidate([1.0,2,3])==14, ""This prints if this assert fails 1 (good for debugging!)""
    assert candidate([1,3,5,7])==84, ""This prints if this assert fails 1 (good for debugging!)""
    assert candidate([1.4,4.2,0])==29, ""This prints if this assert fails 1 (good for debugging!)""
    assert candidate([-2.4,1,1])==6, ""This prints if this assert fails 1 (good for debugging!)""

    assert candidate([100,1,15,2])==10230, ""This prints if this assert fails 1 (good for debugging!)""
    assert candidate([10000,10000])==200000000, ""This prints if this assert fails 1 (good for debugging!)""
    assert candidate([-1.4,4.6,6.3])==75, ""This prints if this assert fails 1 (good for debugging!)""
    assert candidate([-1.4,17.9,18.9,19.9])==1086, ""This prints if this assert fails 1 (good for debugging!)""


    # Check some edge cases that are easy to work out by hand.
    assert candidate([0])==0, ""This prints if this assert fails 2 (also good for debugging!)""
    assert candidate([-1])==1, ""This prints if this assert fails 2 (also good for debugging!)""
    assert candidate([-1,1,0])==2, ""This prints if this assert fails 2 (also good for debugging!)""

"
"
def check_if_last_char_is_a_letter(txt):
    '''
    Create a function that returns True if the last character
    of a given string is an alphabetical character and is not
    a part of a word, and False otherwise.
    Note: ""word"" is a group of characters separated by space.

    Examples:
    check_if_last_char_is_a_letter(""apple pie"") â -> False
    check_if_last_char_is_a_letter(""apple pi e"") â -> True
    check_if_last_char_is_a_letter(""apple pi e "") â -> False
    check_if_last_char_is_a_letter("""") â -> False 
    '''
"," 
    check = txt.split(' ')[-1]
    return True if len(check) == 1 and (97 <= ord(check.lower()) <= 122) else False
","def check(candidate):

    # Check some simple cases
    assert candidate(""apple"") == False
    assert candidate(""apple pi e"") == True
    assert candidate(""eeeee"") == False
    assert candidate(""A"") == True
    assert candidate(""Pumpkin pie "") == False
    assert candidate(""Pumpkin pie 1"") == False
    assert candidate("""") == False
    assert candidate(""eeeee e "") == False
    assert candidate(""apple pie"") == False
    assert candidate(""apple pi e "") == False

    # Check some edge cases that are easy to work out by hand.
    assert True

"
"
def can_arrange(arr):
    """"""Assamese translation:

এটা ফাংচন সৃষ্টি কৰা যি তেনেকুৱা এটা উপাদানৰ সৰ্ববৃহৎ সূচকটো ঘূৰাই দিব যি 
তাৰ আগৰ উপাদানটোৰ সমান বা বেছি নহয়। যদি এনে উপাদান নাথাকে তেন্তে -1 ঘূৰাই দিব। 
দিয়া হোৱা এৰেত ত কোনো পুনৰাবৃত্তি মূল্য নাথাকিব।

উদাহৰণসমূহ:
can_arrange = 3
can_arrange = -1
    """"""
","    ind=-1
    i=1
    while i<len(arr):
      if arr[i]<arr[i-1]:
        ind=i
      i+=1
    return ind
","def check(candidate):

    # Check some simple cases
    assert candidate([1,2,4,3,5])==3
    assert candidate([1,2,4,5])==-1
    assert candidate([1,4,2,5,6,7,8,9,10])==2
    assert candidate([4,8,5,7,3])==4

    # Check some edge cases that are easy to work out by hand.
    assert candidate([])==-1

"
"
def largest_smallest_integers(lst):
    '''
    Create a function that returns a tuple (a, b), where 'a' is
    the largest of negative integers, and 'b' is the smallest
    of positive integers in a list.
    If there is no negative or positive integers, return them as None.

    Examples:
    largest_smallest_integers([2, 4, 1, 3, 5, 7]) == (None, 1)
    largest_smallest_integers([]) == (None, None)
    largest_smallest_integers([0]) == (None, None)
    '''
","    smallest = list(filter(lambda x: x < 0, lst))
    largest = list(filter(lambda x: x > 0, lst))
    return (max(smallest) if smallest else None, min(largest) if largest else None)
","def check(candidate):

    # Check some simple cases
    assert candidate([2, 4, 1, 3, 5, 7]) == (None, 1)
    assert candidate([2, 4, 1, 3, 5, 7, 0]) == (None, 1)
    assert candidate([1, 3, 2, 4, 5, 6, -2]) == (-2, 1)
    assert candidate([4, 5, 3, 6, 2, 7, -7]) == (-7, 2)
    assert candidate([7, 3, 8, 4, 9, 2, 5, -9]) == (-9, 2)
    assert candidate([]) == (None, None)
    assert candidate([0]) == (None, None)
    assert candidate([-1, -3, -5, -6]) == (-1, None)
    assert candidate([-1, -3, -5, -6, 0]) == (-1, None)
    assert candidate([-6, -4, -4, -3, 1]) == (-3, 1)
    assert candidate([-6, -4, -4, -3, -100, 1]) == (-3, 1)

    # Check some edge cases that are easy to work out by hand.
    assert True
"
"
def compare_one(a, b):
    """"""
    ফাংশনটো সৃষ্টি কৰক যি পূর্ণসংখ্যা, ভাসমান বিন্দু সংখ্যা, বা বাস্তৱ সংখ্যাৰ প্ৰতিনিধিত্ব কৰা স্ট্ৰিং গ্ৰহণ কৰে, আৰু প্ৰদান কৰা ভেৰিয়েবলৰ প্ৰকাৰত ডাঙৰ ভেৰিয়েবলটো উভতাই। যদিহে মানবোৰ সমান হয় তেন্তে None উভতাই।

মন্তব্য: যদি বাস্তৱ সংখ্যা এটা স্ট্ৰিং হিচাপে প্ৰতিনিধিত্ব কৰা হয়, ভাসমান বিন্দু . বা , হ'ব পাৰে।

compare_one â -> 2.5
compare_one â -> ""2,3""
compare_one â -> ""6""
compare_one â -> None
    """"""
","    temp_a, temp_b = a, b
    if isinstance(temp_a, str): temp_a = temp_a.replace(',','.')
    if isinstance(temp_b, str): temp_b = temp_b.replace(',','.')
    if float(temp_a) == float(temp_b): return None
    return a if float(temp_a) > float(temp_b) else b 
","def check(candidate):

    # Check some simple cases
    assert candidate(1, 2) == 2
    assert candidate(1, 2.5) == 2.5
    assert candidate(2, 3) == 3
    assert candidate(5, 6) == 6
    assert candidate(1, ""2,3"") == ""2,3""
    assert candidate(""5,1"", ""6"") == ""6""
    assert candidate(""1"", ""2"") == ""2""
    assert candidate(""1"", 1) == None

    # Check some edge cases that are easy to work out by hand.
    assert True

"
"
def is_equal_to_sum_even(n):
    """"""দিয়া হোৱা সংখ্যা n ক ঠিক ৪ টা ধনাত্মক জোৰা সংখ্যাৰ যোগফল হিচাপে লিখা যাব নেকি পৰ্যালোচনা কৰক
    উদাহৰণ
    is_equal_to_sum_even == False
    is_equal_to_sum_even == False
    is_equal_to_sum_even == True
    """"""
","    return n%2 == 0 and n >= 8
","def check(candidate):
    assert candidate(4) == False
    assert candidate(6) == False
    assert candidate(8) == True
    assert candidate(10) == True
    assert candidate(11) == False
    assert candidate(12) == True
    assert candidate(13) == False
    assert candidate(16) == True
"
"
def special_factorial(n):
    """"""ব্ৰাজিলীয় ফেক্টৰিয়েলৰ সংজ্ঞা দিয়া হৈছে:
    Brazilian_factorial = n! *! *! * ... * 1!
    য'ত n > 0

    উদাহৰণস্বৰূপ:
    >>> special_factorial(4)
    288

    The function will receive an integer as input and should return the special
    factorial of this integer.
    """"""
","    fact_i = 1
    special_fact = 1
    for i in range(1, n+1):
        fact_i *= i
        special_fact *= fact_i
    return special_fact
","def check(candidate):

    # Check some simple cases
    assert candidate(4) == 288, ""Test 4""
    assert candidate(5) == 34560, ""Test 5""
    assert candidate(7) == 125411328000, ""Test 7""

    # Check some edge cases that are easy to work out by hand.
    assert candidate(1) == 1, ""Test 1""

"
"
def fix_spaces(text):
    """"""
    তলত দিয়া বাক্যখন অসমীয়াত অনুবাদ কৰক:

এটা string text দিয়া হ'লে, ইয়াৰ সকলো স্পেচক underscores ৰে সলনি কৰক,
    আৰু যদি string টোত ২ টাতকৈ বেছি লগ লগীয়া স্পেচ থাকে,
    তেন্তে সকলো লগ লগীয়া স্পেচক - ৰে সলনি কৰক।
    
    fix_spaces == ""Example""
    fix_spaces == ""Example_1""
    fix_spaces == ""_Example_2""
    fix_spaces == ""_Example-3""
    """"""
","    new_text = """"
    i = 0
    start, end = 0, 0
    while i < len(text):
        if text[i] == "" "":
            end += 1
        else:
            if end - start > 2:
                new_text += ""-""+text[i]
            elif end - start > 0:
                new_text += ""_""*(end - start)+text[i]
            else:
                new_text += text[i]
            start, end = i+1, i+1
        i+=1
    if end - start > 2:
        new_text += ""-""
    elif end - start > 0:
        new_text += ""_""
    return new_text
","def check(candidate):

    # Check some simple cases
    assert candidate(""Example"") == ""Example"", ""This prints if this assert fails 1 (good for debugging!)""
    assert candidate(""Mudasir Hanif "") == ""Mudasir_Hanif_"", ""This prints if this assert fails 2 (good for debugging!)""
    assert candidate(""Yellow Yellow  Dirty  Fellow"") == ""Yellow_Yellow__Dirty__Fellow"", ""This prints if this assert fails 3 (good for debugging!)""
    
    # Check some edge cases that are easy to work out by hand.
    assert candidate(""Exa   mple"") == ""Exa-mple"", ""This prints if this assert fails 4 (good for debugging!)""
    assert candidate(""   Exa 1 2 2 mple"") == ""-Exa_1_2_2_mple"", ""This prints if this assert fails 4 (good for debugging!)""

"
"
def file_name_check(file_name):
    """"""একটা function সৃষ্টিৰ কৰা যি এটা string লয় যি এটা file ৰ নাম প্ৰতিনিধিত্ব কৰে, আৰু 'Yes' উভতাই যদি file ৰ নাম বৈধ হয়, আৰু 'No' উভতাই যদি নাই। এটা file ৰ নাম বৈধ বুলি গণ্য কৰা হয় যদি আৰু কেৱল যদি নিম্নলিখিত সকলো পৰিস্থিতি পূৰণ হয়:
- file ৰ নামত তিনটাতকৈ অধিক সংখ্যা নাথাকিব।
- file ৰ নামত ঠিক এক ডাঠ '.' থাকিব।
- ডাঠৰ আগৰ substring খালী নাথাকিব, আৰু ই এটা লেটাৰ দিয়ে আৰম্ভ কৰিব যি লাটিন বৰ্ণমালাৰ পৰা।
- ডাঠৰ পিছৰ substring এইবোৰৰ এটা হ'ব লাগিব: ['txt', 'exe', 'dll']
উদাহৰণসমূহ:
file_name_check # => 'Yes'
file_name_check # => 'No'
    """"""
","    suf = ['txt', 'exe', 'dll']
    lst = file_name.split(sep='.')
    if len(lst) != 2:
        return 'No'
    if not lst[1] in suf:
        return 'No'
    if len(lst[0]) == 0:
        return 'No'
    if not lst[0][0].isalpha():
        return 'No'
    t = len([x for x in lst[0] if x.isdigit()])
    if t > 3:
        return 'No'
    return 'Yes'
","def check(candidate):

    # Check some simple cases
    assert candidate(""example.txt"") == 'Yes'
    assert candidate(""1example.dll"") == 'No'
    assert candidate('s1sdf3.asd') == 'No'
    assert candidate('K.dll') == 'Yes'
    assert candidate('MY16FILE3.exe') == 'Yes'
    assert candidate('His12FILE94.exe') == 'No'
    assert candidate('_Y.txt') == 'No'
    assert candidate('?aREYA.exe') == 'No'
    assert candidate('/this_is_valid.dll') == 'No'
    assert candidate('this_is_valid.wow') == 'No'
    assert candidate('this_is_valid.txt') == 'Yes'
    assert candidate('this_is_valid.txtexe') == 'No'
    assert candidate('#this2_i4s_5valid.ten') == 'No'
    assert candidate('@this1_is6_valid.exe') == 'No'
    assert candidate('this_is_12valid.6exe4.txt') == 'No'
    assert candidate('all.exe.txt') == 'No'
    assert candidate('I563_No.exe') == 'Yes'
    assert candidate('Is3youfault.txt') == 'Yes'
    assert candidate('no_one#knows.dll') == 'Yes'
    assert candidate('1I563_Yes3.exe') == 'No'
    assert candidate('I563_Yes3.txtt') == 'No'
    assert candidate('final..txt') == 'No'
    assert candidate('final132') == 'No'
    assert candidate('_f4indsartal132.') == 'No'
    
        

    # Check some edge cases that are easy to work out by hand.
    assert candidate('.txt') == 'No'
    assert candidate('s.') == 'No'

"
"


def sum_squares(lst):
    """"""এই ফাংশনে পূৰ্ণসংখ্যাৰ এটা তালিকা ল'ব। তালিকাৰ সকলো প্ৰৱিষ্টিৰ বাবে, ফাংশনে সেই পূৰ্ণসংখ্যা প্ৰৱিষ্টিটো বৰ্গ কৰিব যদি ইয়াৰ সূচী ৩ ৰ গুণক হয় আৰু পূৰ্ণসংখ্যা প্ৰৱিষ্টিটো ঘন কৰিব যদি ইয়াৰ সূচী ৪ ৰ গুণক হয় আৰু ৩ ৰ গুণক নহয়। ফাংশনে তালিকাৰ সেই প্ৰৱিষ্টিসমূহ সলনি নকৰে যাৰ সূচী ৩ বা ৪ ৰ গুণক নহয়। তাৰ পাছত ফাংশনে সকলো প্ৰৱিষ্টিৰ যোগফল প্ৰত্যাবৰ্তন কৰিব।

উদাহৰণসমূহ:
যদি lst = [1,2,3] তেন্তে আউটপুট হওয়া উচিত 6
যদি lst = [] তেন্তে আউটপুট হওয়া উচিত 0
যদি lst = [-1,-5,2,-1,-5] তেন্তে আউটপুট হওয়া উচিত -126
    """"""
","    result =[]
    for i in range(len(lst)):
        if i %3 == 0:
            result.append(lst[i]**2)
        elif i % 4 == 0 and i%3 != 0:
            result.append(lst[i]**3)
        else:
            result.append(lst[i])
    return sum(result)
","def check(candidate):

    # Check some simple cases
    
    assert candidate([1,2,3]) == 6
    assert candidate([1,4,9]) == 14
    assert candidate([]) == 0
    assert candidate([1,1,1,1,1,1,1,1,1]) == 9
    assert candidate([-1,-1,-1,-1,-1,-1,-1,-1,-1]) == -3
    assert candidate([0]) == 0
    assert candidate([-1,-5,2,-1,-5]) == -126
    assert candidate([-56,-99,1,0,-2]) == 3030
    assert candidate([-1,0,0,0,0,0,0,0,-1]) == 0
    assert candidate([-16, -9, -2, 36, 36, 26, -20, 25, -40, 20, -4, 12, -26, 35, 37]) == -14196
    assert candidate([-1, -3, 17, -1, -15, 13, -1, 14, -14, -12, -5, 14, -14, 6, 13, 11, 16, 16, 4, 10]) == -1448
    
    
    # Don't remove this line:
"
"
def words_in_sentence(sentence):
    """"""
    তোমাক এটা স্ট্ৰিং দিয়া হৈছে যি এটা বাক্যৰ প্ৰতিনিধিত্ব কৰে,
    বাক্যটোৱে কিছুমান শব্দৰ সমষ্টি যিবোৰ স্পেছত বিভক্ত হ'ল,
    আৰু তোমাক এটা স্ট্ৰিং পঠিয়াব লাগে যি মূল বাক্যৰ পৰা সেই শব্দবোৰক অন্তৰ্ভুক্ত কৰে,
    যিসকলৰ দৈৰ্ঘ্য প্ৰাইম সংখ্যা,
    নতুন স্ট্ৰিংত শব্দবোৰৰ শাৰীৰিক ক্ৰম মূল বাক্যৰ দৰে হ'ব লাগিব।

    উদাহৰণ1:
        ইনপুট: sentence = ""This is a test""
        আউটপুট: ""is""

    উদাহৰণ2:
        ইনপুট: sentence = ""lets go for swimming""
        আউটপুট: ""go for""

    বাধ্যবাধকতা:
        * 1 <= len <= 100
        * sentence ত কেৱল আখৰ থাকে
    """"""
","    new_lst = []
    for word in sentence.split():
        flg = 0
        if len(word) == 1:
            flg = 1
        for i in range(2, len(word)):
            if len(word)%i == 0:
                flg = 1
        if flg == 0 or len(word) == 2:
            new_lst.append(word)
    return "" "".join(new_lst)
","def check(candidate):

    # Check some simple cases
    assert candidate(""This is a test"") == ""is""
    assert candidate(""lets go for swimming"") == ""go for""
    assert candidate(""there is no place available here"") == ""there is no place""
    assert candidate(""Hi I am Hussein"") == ""Hi am Hussein""
    assert candidate(""go for it"") == ""go for it""

    # Check some edge cases that are easy to work out by hand.
    assert candidate(""here"") == """"
    assert candidate(""here is"") == ""is""

"
"
def simplify(x, n):
    """"""Here is the translation of the provided sentence into Assamese:

আপোনাৰ কামটো হৈছে এটা ফাংচন সম্পন্ন কৰা যি অভিব্যক্তিটো সহজ কৰিব
x * n. ফাংচনে True ৰ মূল্য দিব যদি x * n এটা সম্পূৰ্ণ সংখ্যা হিচাপে মূল্যায়ন হয় আৰু False
অন্যথা। x আৰু n দুয়োটা ফ্ৰেকচনৰ ৰূপত থাকিব আৰু তলৰ ধৰণৰ হ’ব,
<অংশ>/<হিসাব> য'ত অংশ আৰু হিসাব দুয়োটা ধনাত্মক সম্পূৰ্ণ সংখ্যা।

আপুনি ধৰিব পাৰে যে x আৰু n বৈধ ফ্ৰেকচন, আৰু হিছাবত শূন্য নাই।

simplify = True
simplify = False
simplify = False
    """"""
","    a, b = x.split(""/"")
    c, d = n.split(""/"")
    numerator = int(a) * int(c)
    denom = int(b) * int(d)
    if (numerator/denom == int(numerator/denom)):
        return True
    return False
","def check(candidate):

    # Check some simple cases
    assert candidate(""1/5"", ""5/1"") == True, 'test1'
    assert candidate(""1/6"", ""2/1"") == False, 'test2'
    assert candidate(""5/1"", ""3/1"") == True, 'test3'
    assert candidate(""7/10"", ""10/2"") == False, 'test4'
    assert candidate(""2/10"", ""50/10"") == True, 'test5'
    assert candidate(""7/2"", ""4/2"") == True, 'test6'
    assert candidate(""11/6"", ""6/1"") == True, 'test7'
    assert candidate(""2/3"", ""5/2"") == False, 'test8'
    assert candidate(""5/2"", ""3/5"") == False, 'test9'
    assert candidate(""2/4"", ""8/4"") == True, 'test10'


    # Check some edge cases that are easy to work out by hand.
    assert candidate(""2/4"", ""4/2"") == True, 'test11'
    assert candidate(""1/5"", ""5/1"") == True, 'test12'
    assert candidate(""1/5"", ""1/5"") == False, 'test13'

"
"
def order_by_points(nums):
    """"""
    Here's the translation of the given sentence into Assamese:

দিয়া তালিকাখনৰ পূৰ্ণসংখ্যাসকলক তেখেতৰ সংখ্যাৰ যোগফলৰ আধাৰত উৰ্ধ্বমুখীভাৱে শৃংখলাবদ্ধ কৰা এটা function লিখা।
    টোকা: যদি একাধিক আইটেমৰ যোগফল একে হয়,
    তেতিয়া মূল তালিকাত থকা তেখেতৰ স্থানৰ আধাৰত তেখেতসকলক শৃংখলাবদ্ধ কৰা।
    
    উদাহৰণস্বৰূপে:
    >>> order_by_points([1, 11, -1, -11, -12]) == [-1, -11, 1, -12, 11]
    >>> order_by_points([]) == []
    """"""
","    def digits_sum(n):
        neg = 1
        if n < 0: n, neg = -1 * n, -1 
        n = [int(i) for i in str(n)]
        n[0] = n[0] * neg
        return sum(n)
    return sorted(nums, key=digits_sum)
","def check(candidate):

    # Check some simple cases
    assert candidate([1, 11, -1, -11, -12]) == [-1, -11, 1, -12, 11]
    assert candidate([1234,423,463,145,2,423,423,53,6,37,3457,3,56,0,46]) == [0, 2, 3, 6, 53, 423, 423, 423, 1234, 145, 37, 46, 56, 463, 3457]
    assert candidate([]) == []
    assert candidate([1, -11, -32, 43, 54, -98, 2, -3]) == [-3, -32, -98, -11, 1, 2, 43, 54]
    assert candidate([1,2,3,4,5,6,7,8,9,10,11]) == [1, 10, 2, 11, 3, 4, 5, 6, 7, 8, 9]
    assert candidate([0,6,6,-76,-21,23,4]) == [-76, -21, 0, 4, 23, 6, 6]

    # Check some edge cases that are easy to work out by hand.
    assert True, ""This prints if this assert fails 2 (also good for debugging!)""

"
"
def specialFilter(nums):
    """"""এটা ফাংশন লিখা যি এটা সংখ্যাৰ এৰে লয় ইনপুট হিচাপে আৰু 
এৰে'ৰ তেনে উপাদানৰ সংখ্যা উলিয়ায় যি 10তকৈ ডাঙৰ আৰু 
সংখ্যাটোৰ প্ৰথম আৰু শেষ অংক দুয়োটাই বিজোড়।

উদাহৰণস্বৰূপ:
specialFilter => 1 
specialFilter => 2
    """"""
","    
    count = 0
    for num in nums:
        if num > 10:
            odd_digits = (1, 3, 5, 7, 9)
            number_as_string = str(num)
            if int(number_as_string[0]) in odd_digits and int(number_as_string[-1]) in odd_digits:
                count += 1
        
    return count 
","def check(candidate):

    # Check some simple cases
    assert candidate([5, -2, 1, -5]) == 0  
    assert candidate([15, -73, 14, -15]) == 1
    assert candidate([33, -2, -3, 45, 21, 109]) == 2
    assert candidate([43, -12, 93, 125, 121, 109]) == 4
    assert candidate([71, -2, -33, 75, 21, 19]) == 3


    # Check some edge cases that are easy to work out by hand.
    assert candidate([1]) == 0              
    assert candidate([]) == 0                   

"
"
def get_max_triples(n):
    """"""
    তোমাক এটা ধনাত্মক পূৰ্ণসংখ্যা n দিয়া হৈছে। তোমাক n দৈৰ্ঘ্যৰ এটা পূৰ্ণসংখ্যাৰ এৰা a সৃষ্টি কৰিব লাগিব।
        প্ৰত্যেক i ৰ বাবে, a[i] ৰ মান হ'ব = i * i - i + 1।
        a ৰ ত্ৰয়ী গৰাকী সংখ্যা উভতি দিয়া, য'ত i < j < k,
    আৰু a[i] + a[j] + a[k] ৩ ৰ এটা গুণিতক হয়।

    উদাহৰণ:
        ইনপুট: n = 5
        আউটপুট: 1
        বাখ্যা:
        a = [1, 3, 7, 13, 21]
        একমাত্ৰ বৈধ ত্ৰয়ী হৈছে।
    """"""
","    A = [i*i - i + 1 for i in range(1,n+1)]
    ans = []
    for i in range(n):
        for j in range(i+1,n):
            for k in range(j+1,n):
                if (A[i]+A[j]+A[k])%3 == 0:
                    ans += [(A[i],A[j],A[k])]
    return len(ans)
","def check(candidate):

    assert candidate(5) == 1
    assert candidate(6) == 4
    assert candidate(10) == 36
    assert candidate(100) == 53361
"
"
def bf(planet1, planet2):
    '''
    There are eight planets in our solar system: the closerst to the Sun 
    is Mercury, the next one is Venus, then Earth, Mars, Jupiter, Saturn, 
    Uranus, Neptune.
    Write a function that takes two planet names as strings planet1 and planet2. 
    The function should return a tuple containing all planets whose orbits are 
    located between the orbit of planet1 and the orbit of planet2, sorted by 
    the proximity to the sun. 
    The function should return an empty tuple if planet1 or planet2
    are not correct planet names. 
    Examples
    bf(""Jupiter"", ""Neptune"") ==> (""Saturn"", ""Uranus"")
    bf(""Earth"", ""Mercury"") ==> (""Venus"")
    bf(""Mercury"", ""Uranus"") ==> (""Venus"", ""Earth"", ""Mars"", ""Jupiter"", ""Saturn"")
    '''
","    planet_names = (""Mercury"", ""Venus"", ""Earth"", ""Mars"", ""Jupiter"", ""Saturn"", ""Uranus"", ""Neptune"")
    if planet1 not in planet_names or planet2 not in planet_names or planet1 == planet2:
        return ()
    planet1_index = planet_names.index(planet1)
    planet2_index = planet_names.index(planet2)
    if planet1_index < planet2_index:
        return (planet_names[planet1_index + 1: planet2_index])
    else:
        return (planet_names[planet2_index + 1 : planet1_index])
","def check(candidate):

    # Check some simple cases
    assert candidate(""Jupiter"", ""Neptune"") == (""Saturn"", ""Uranus""), ""First test error: "" + str(len(candidate(""Jupiter"", ""Neptune"")))      
    assert candidate(""Earth"", ""Mercury"") == (""Venus"",), ""Second test error: "" + str(candidate(""Earth"", ""Mercury""))  
    assert candidate(""Mercury"", ""Uranus"") == (""Venus"", ""Earth"", ""Mars"", ""Jupiter"", ""Saturn""), ""Third test error: "" + str(candidate(""Mercury"", ""Uranus""))      
    assert candidate(""Neptune"", ""Venus"") == (""Earth"", ""Mars"", ""Jupiter"", ""Saturn"", ""Uranus""), ""Fourth test error: "" + str(candidate(""Neptune"", ""Venus""))  


    # Check some edge cases that are easy to work out by hand.
    assert candidate(""Earth"", ""Earth"") == ()
    assert candidate(""Mars"", ""Earth"") == ()
    assert candidate(""Jupiter"", ""Makemake"") == ()

"
"
def sorted_list_sum(lst):
    """"""এটা ফাংশন লিখক যি এটা শব্দৰ তালিকা পেৰামিটাৰ হিচাপে গ্ৰহণ কৰে,
    যি শব্দবোৰৰ দৈৰ্ঘ্য বিজোড় হৈছে সেইবোৰ মচি দিয়ে,
    আৰু ফলাফলত হোৱা তালিকাখন সজোৱা শৃংখলত উভতাই দিয়ে,
    তালিকাখন সদায় শব্দৰ তালিকা আৰু কেতিয়াও সংখ্যাৰ এৰেগ নহয়,
    আৰু ই দ্বিত্ব থাকতে পাৰে।
    তালিকাখনৰ শৃংখলটোৰ আদেশ প্ৰত্যেক শব্দৰ দৈৰ্ঘ্যৰ অধীনত বাঢ়নী হ'ব লাগিব,
    আৰু আপুনি সেই নিয়মটিৰ সৈতে তালিকাখন সজাব লাগিব।
    যদি দুটা শব্দৰ দৈৰ্ঘ্য একে হয়, তালিকাখন বৰ্ণানুক্ৰমে সজাব।
    ফাংশনটোৱে সজোৱা শৃংখলত শব্দৰ তালিকা উভতাই দিব লাগিব।
    আপুনি অনুমান কৰিব পাৰিব যে সকলো শব্দৰ দৈৰ্ঘ্য একে হ'ব।
    উদাহৰণস্বৰূপ:
    assert list_sort => [""aa""]
    assert list_sort => [""ab"", ""cd""]
    """"""
","    lst.sort()
    new_lst = []
    for i in lst:
        if len(i)%2 == 0:
            new_lst.append(i)
    return sorted(new_lst, key=len)
","def check(candidate):

    # Check some simple cases
    assert candidate([""aa"", ""a"", ""aaa""]) == [""aa""]
    assert candidate([""school"", ""AI"", ""asdf"", ""b""]) == [""AI"", ""asdf"", ""school""]
    assert candidate([""d"", ""b"", ""c"", ""a""]) == []
    assert candidate([""d"", ""dcba"", ""abcd"", ""a""]) == [""abcd"", ""dcba""]

    # Check some edge cases that are easy to work out by hand.
    assert candidate([""AI"", ""ai"", ""au""]) == [""AI"", ""ai"", ""au""]
    assert candidate([""a"", ""b"", ""b"", ""c"", ""c"", ""a""]) == []
    assert candidate(['aaaa', 'bbbb', 'dd', 'cc']) == [""cc"", ""dd"", ""aaaa"", ""bbbb""]

"
"
def x_or_y(n, x, y):
    """"""এটা সৰল প্ৰোগ্ৰাম যি n প্ৰধান সংখ্যা হ'লে x ৰ মূল্য দাঙি ধৰিব আৰু অন্যথা y ৰ মূল্য দাঙি ধৰিব।

উদাহৰণসমূহ:
x_or_y == 34
x_or_y == 5
    
    """"""
","    if n == 1:
        return y
    for i in range(2, n):
        if n % i == 0:
            return y
            break
    else:
        return x
","def check(candidate):

    # Check some simple cases
    assert candidate(7, 34, 12) == 34
    assert candidate(15, 8, 5) == 5
    assert candidate(3, 33, 5212) == 33
    assert candidate(1259, 3, 52) == 3
    assert candidate(7919, -1, 12) == -1
    assert candidate(3609, 1245, 583) == 583
    assert candidate(91, 56, 129) == 129
    assert candidate(6, 34, 1234) == 1234
    

    # Check some edge cases that are easy to work out by hand.
    assert candidate(1, 2, 0) == 0
    assert candidate(2, 2, 0) == 2

"
"
def double_the_difference(lst):
    '''
    Given a list of numbers, return the sum of squares of the numbers
    in the list that are odd. Ignore numbers that are negative or not integers.
    
    double_the_difference([1, 3, 2, 0]) == 1 + 9 + 0 + 0 = 10
    double_the_difference([-1, -2, 0]) == 0
    double_the_difference([9, -2]) == 81
    double_the_difference([0]) == 0  
   
    If the input list is empty, return 0.
    '''
","    return sum([i**2 for i in lst if i > 0 and i%2!=0 and ""."" not in str(i)])
","def check(candidate):

    # Check some simple cases
    assert candidate([]) == 0 , ""This prints if this assert fails 1 (good for debugging!)""
    assert candidate([5, 4]) == 25 , ""This prints if this assert fails 2 (good for debugging!)""
    assert candidate([0.1, 0.2, 0.3]) == 0 , ""This prints if this assert fails 3 (good for debugging!)""
    assert candidate([-10, -20, -30]) == 0 , ""This prints if this assert fails 4 (good for debugging!)""


    # Check some edge cases that are easy to work out by hand.
    assert candidate([-1, -2, 8]) == 0, ""This prints if this assert fails 5 (also good for debugging!)""
    assert candidate([0.2, 3, 5]) == 34, ""This prints if this assert fails 6 (also good for debugging!)""
    lst = list(range(-99, 100, 2))
    odd_sum = sum([i**2 for i in lst if i%2!=0 and i > 0])
    assert candidate(lst) == odd_sum , ""This prints if this assert fails 7 (good for debugging!)""

"
